Rank,Score,Type,ID,Name,Description
4504,0.93,oe,ccsbBroad304_09344,ZNF764,"Zinc fingers, C2H2-type"
3816,3.31,cp,BRD-K36395411,SB-206553,Serotonin receptor antagonist
3817,3.31,cp,BRD-K89839824,raltitrexed,Thymidylate synthase inhibitor
4505,0.93,oe,ccsbBroad304_04243,PLA2G12A,Phospholipase A2
4508,0.92,kd,CGS001-1861,TOR1A,-
4509,0.92,kd,CGS001-5532,PPP3CB,"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"
4510,0.92,kd,CGS001-11200,CHEK2,CHK1 subfamily
4518,0.88,oe,ccsbBroad304_01323,PSMD9,"Proteasome (prosome, macropain) subunits"
4519,0.88,oe,ccsbBroad304_00654,GNB1,WD repeat domain containing
3808,3.35,cp,BRD-A98378129,talniflumate,Cyclooxygenase inhibitor
3809,3.35,cp,BRD-K15601958,SEW-2871,Lysophospholipid receptor agonist
4520,0.88,oe,ccsbBroad304_06852,RBP4,Lipocalins
4521,0.87,oe,ccsbBroad304_05767,ACVR1,Type I receptor serine/threonine kinases
4522,0.87,kd,CGS001-7249,TSC2,-
4526,0.84,oe,ccsbBroad304_06617,NASP,Tetratricopeptide (TTC) repeat domain containing
4527,0.84,kd,CGS001-4683,NBN,-
4528,0.84,kd,CGS001-9690,UBE3C,-
3802,3.38,cp,BRD-K14880289,GW-501516,PPAR receptor agonist
4529,0.84,kd,CGS001-5986,RFNG,Beta 3-glycosyltransferases
4530,0.83,oe,ccsbBroad304_04728,TWIST2,Basic helix-loop-helix proteins
3791,3.39,cp,BRD-K52219182,BRD-K52219182,Phosphodiesterase inhibitor
4531,0.83,oe,ccsbBroad304_00238,CCNE1,-
4532,0.83,oe,ccsbBroad304_07118,UGDH,-
4533,0.83,oe,ccsbBroad304_09768,ZNF366,"Zinc fingers, C2H2-type"
4534,0.83,oe,ccsbBroad304_07178,ZFP112,-
4535,0.82,kd,CGS001-5202,PFDN2,-
4536,0.82,kd,CGS001-599,BCL2L2,"Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"
3798,3.39,cp,BRD-K13571841,pepstatin,Aspartic protease inhibitor
3790,3.4,cc,,Aromatase inhibitor,-
4540,0.8,oe,ccsbBroad304_07843,FCHO1,-
3785,3.42,cp,BRD-K88759641,EMD-66684,Angiotensin receptor antagonist
4541,0.79,kd,CGS001-1184,CLCN5,Ion channels / Chloride channels : Voltage-sensitive
4542,0.78,oe,ccsbBroad304_02633,LSM6,-
4549,0.76,kd,CGS001-5590,PRKCZ,Iota subfamily
3784,3.43,cc,,Rho GTPase activating proteins LOF,-
4551,0.74,oe,ccsbBroad304_07861,COBL,-
3783,3.44,cp,BRD-K53523901,arctigenin,MEK inhibitor
4556,0.74,kd,CGS001-5979,RET,Type XIV RTKs: RET
3781,3.45,cp,BRD-A51714012,venlafaxine,Adrenergic inhibitor
4557,0.74,kd,CGS001-55718,POLR3E,RNA polymerase subunits
4558,0.74,kd,CGS001-80314,EPC1,-
3776,3.48,cc,,Reverse transcriptase inhibitor,-
3777,3.48,cp,BRD-K95899059,LY-344864,Serotonin receptor agonist
3775,3.49,cp,BRD-A41519720,ezetimibe,Niemann-Pick C1-like 1 protein antagonist
4559,0.74,oe,ccsbBroad304_01443,MRPL12,Mitochondrial ribosomal proteins / large subunits
4564,0.69,oe,ccsbBroad304_06226,FTL,-
4565,0.69,oe,ccsbBroad304_00312,CIRBP,RNA binding motif (RRM) containing
3770,3.52,cp,BRD-K75699339,rizatriptan,Serotonin receptor agonist
4566,0.69,oe,ccsbBroad304_02173,ATG5,-
4567,0.69,oe,ccsbBroad304_01536,SIM2,Basic helix-loop-helix proteins
4568,0.69,oe,ccsbBroad304_02506,EBP,-
4569,0.68,oe,ccsbBroad304_09497,ZNF57,"Zinc fingers, C2H2-type"
4579,0.65,oe,ccsbBroad304_06144,EFNB3,Ephrins
4580,0.65,oe,ccsbBroad304_09050,ZNF436,"Zinc fingers, C2H2-type"
4581,0.65,oe,ccsbBroad304_08536,PARL,-
4582,0.65,oe,ccsbBroad304_06204,FDFT1,Lanosterol biosynthesis pathway
4583,0.65,oe,ccsbBroad304_02438,FAM3C,-
4584,0.65,kd,CGS001-81034,SLC25A32,Mitochondrial nucleotide transporter subfamily
3763,3.56,cp,BRD-K96037667,norethindrone,Progesterone receptor agonist
4585,0.65,oe,ccsbBroad304_06727,PIK3CG,Phosphatidylinositol kinases
4586,0.65,oe,ccsbBroad304_01654,TCTA,-
4590,0.61,kd,CGS001-1459,CSNK2A2,Casein kinase 2 (CK2) family
3756,3.62,cp,BRD-K16977723,PP-3,EGFR inhibitor
4591,0.6,oe,ccsbBroad304_01709,NR2C1,Testicular receptors
4595,0.6,oe,ccsbBroad304_06663,OAS1,-
3752,3.64,cp,BRD-K64614248,salicin,Anti-inflammatory
4596,0.6,oe,ccsbBroad304_06431,IFNAR2,Interferon receptor family
4597,0.6,oe,ccsbBroad304_10507,SNX7,Sorting nexins
4598,0.6,oe,ccsbBroad304_02423,CD2BP2,"Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"
4599,0.6,oe,ccsbBroad304_04649,ADC,-
3750,3.66,cp,BRD-A26384407,chlortalidone,Carbonic anhydrase inhibitor
4601,0.58,kd,CGS001-10383,TUBB2C,Tubulins
4602,0.56,oe,ccsbBroad304_00751,HMGB2,High-mobility group / Canonical
4606,0.56,oe,ccsbBroad304_07277,RTCD1,-
3745,3.7,cp,BRD-K28863208,PNU-282987,Cholinergic receptor agonist
4609,0.53,kd,CGS001-5286,PIK3C2A,Phosphatidylinositol-4-phosphate 3-kinase family
4612,0.51,oe,ccsbBroad304_05939,CBLB,RING-type (C3HC4) zinc fingers
4613,0.5,kd,CGS001-22891,ZNF365,"Zinc fingers, C2H2-type"
3739,3.74,cp,BRD-A64977602,mirtazapine,Adrenergic receptor antagonist
4622,0.46,oe,ccsbBroad304_03155,DHH,-
3736,3.75,cp,BRD-A89337244,PD-102807,Acetylcholine receptor antagonist
4623,0.46,oe,ccsbBroad304_04471,C5ORF62,-
4624,0.46,oe,ccsbBroad304_02582,UQCR11,Mitochondrial respiratory chain complex / Complex III
4627,0.42,oe,ccsbBroad304_00874,INS,-
4628,0.42,oe,ccsbBroad304_07663,IGF2BP3,RNA binding motif (RRM) containing
3733,3.78,cp,BRD-A58048407,nimodipine,Calcium channel blocker
4629,0.42,oe,ccsbBroad304_08137,HOOK2,-
4635,0.42,oe,ccsbBroad304_08660,SMARCAD1,-
4640,0.39,kd,CGS001-2065,ERBB3,Type I RTKs: ErbB (epidermal growth factor) receptor family
4643,0.37,oe,ccsbBroad304_09043,TSEN2,tRNA splicing endonuclease subunits
4644,0.37,oe,ccsbBroad304_06694,SERPINA5,Serine (or cysteine) peptidase inhibitors
3724,3.81,cp,BRD-K25186396,tangeritin,Cell cycle inhibitor
3725,3.81,cp,BRD-A43974499,reboxetine,Adrenergic receptor antagonist
3726,3.81,cp,BRD-K45296539,ZD-7114,Adrenergic receptor agonist
3727,3.81,cp,BRD-A92585442,RU-28318,Cytochrome P450 inhibitor
4645,0.37,kd,CGS001-7525,YES1,Src family
4646,0.37,oe,ccsbBroad304_00949,LRPAP1,-
4647,0.37,oe,ccsbBroad304_02553,BLCAP,-
4656,0.34,kd,CGS001-7771,ZFP112,-
4658,0.32,oe,ccsbBroad304_03652,EXOC2,-
3718,3.84,cp,BRD-K47761761,PD-168077,Dopamine receptor agonist
4666,0.28,oe,ccsbBroad304_00398,CTSL2,-
4677,0.23,oe,ccsbBroad304_03386,SPA17,-
4678,0.23,oe,ccsbBroad304_01265,PPP2R4,"Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits"
3714,3.87,cp,BRD-A80017228,bendroflumethiazide,Sodium/potassium/chloride transporter inhibitor
4688,0.19,oe,ccsbBroad304_04086,TCTN1,Tectonic proteins
4689,0.19,oe,ccsbBroad304_01239,POLR2E,RNA polymerase subunits
4690,0.19,oe,ccsbBroad304_00462,DR1,-
4692,0.16,oe,ccsbBroad304_06007,CISH,SH2 domain containing
4693,0.14,oe,ccsbBroad304_06035,CRABP1,Fatty acid-binding proteins
4694,0.14,oe,ccsbBroad304_00054,ALDOC,-
3707,3.9,cp,BRD-A65597028,RX-821002,Adrenergic receptor antagonist
3704,3.92,cc,,Akt Signaling GOF,-
4697,0.14,oe,ccsbBroad304_07219,CDC7,CDC7 family
3706,3.92,cp,BRD-K71512533,SNS-314,Aurora kinase inhibitor
3700,3.94,cp,BRD-K08252256,diclofenac,Cyclooxygenase inhibitor
4701,0.13,oe,ccsbBroad304_03658,DCP1A,-
4702,0.11,oe,ccsbBroad304_14291,GDPD5,-
4709,0.09,oe,ccsbBroad304_01258,PPP1CA,"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"
3697,3.95,cp,BRD-K55034111,pefloxacin,Bacterial DNA gyrase inhibitor
4715,0.05,oe,ccsbBroad304_05930,CAMK2D,CAMK2 family
3699,3.95,cp,BRD-K05977355,fluconazole,Sterol demethylase inhibitor
3692,3.97,cp,BRD-K65285700,BRD-K65285700,Cannabinoid receptor agonist
4723,0,oe,ccsbBroad304_07136,WNT9A,Wingless-type MMTV integration sites
4724,0,oe,ccsbBroad304_09993,VN1R4,"GPCR / Unclassified : Vomeronasal receptors, type 1"
4725,0,oe,ccsbBroad304_03594,TNFRSF19,Tumour necrosis factor (TNF) receptor family
4726,0,oe,ccsbBroad304_04544,RCCD1,-
3689,3.98,cp,BRD-K32710582,EI-247,IGF-1 inhibitor
3690,3.98,cp,BRD-K81225797,SCH-58261,Adenosine receptor antagonist
3691,3.98,cp,BRD-K87049188,fusaric-acid,Dopamine beta hydroxylase inhibitor
4727,0,oe,ccsbBroad304_01377,RARG,Retinoic acid receptors
4728,0,oe,ccsbBroad304_09708,PNLDC1,-
4729,0,oe,ccsbBroad304_06711,PFAS,-
3684,4.01,cp,BRD-K19227686,phenolphthalein,Indicator dye
4730,0,oe,ccsbBroad304_00736,NRG1,Immunoglobulin superfamily / I-set domain containing
3680,4.02,cp,BRD-A03216249,mepivacaine,Potassium channel blocker
3681,4.02,cp,BRD-K59456551,methotrexate,Dihydrofolate reductase inhibitor
3682,4.02,cp,BRD-K85383046,IAA-94,Chloride channel blocker
3683,4.02,cp,BRD-A62525898,prednisone,Glucocorticoid receptor agonist
4731,0,oe,ccsbBroad304_13991,NCOA3,Histone acetyltransferases
4732,0,oe,ccsbBroad304_00937,LGALS2,"Lectins, galactoside-binding"
4733,0,oe,ccsbBroad304_03934,LEPRE1,-
4734,0,oe,ccsbBroad304_03323,LARS,Aminoacyl tRNA synthetases / Class I
4735,0,oe,ccsbBroad304_00903,KCNQ1,Voltage-gated potassium channels
4736,0,oe,ccsbBroad304_04619,GNG8,-
4737,0,oe,ccsbBroad304_06234,G6PC,-
4738,0,oe,ccsbBroad304_00577,FOXO3,Forkhead boxes
3669,4.05,cc,,Toll like receptors LOF,-
3670,4.05,cp,BRD-K50325075,UCL-2077,Slow after hyperpolarization channel blocker
4739,0,oe,ccsbBroad304_00587,FOSL2,basic leucine zipper proteins
4740,0,oe,ccsbBroad304_06120,DRD1,Dopamine receptors
3665,4.07,cp,BRD-A62071884,siguazodan,Phosphodiesterase inhibitor
4741,0,oe,ccsbBroad304_00378,CSNK1D,Casein kinase 1 (CK1) family
3667,4.07,cp,BRD-K09778810,FGIN-1-27,Inositol monophosphatase inhibitor
4742,0,oe,ccsbBroad304_06041,CRYAA,Heat shock proteins / HSPB
4743,0,oe,ccsbBroad304_06649,CNOT4,RNA binding motif (RRM) containing
3661,4.09,cp,BRD-K54790157,trioxsalen,DNA synthesis inhibitor
3662,4.09,cp,BRD-A27554692,altrenogest,Progestogen hormone
4744,0,oe,ccsbBroad304_02801,CASP14,Caspases
3659,4.11,cp,BRD-K04993501,cefixime,Bacterial cell wall synthesis inhibitor
4745,0,oe,ccsbBroad304_03372,CAB39,-
3658,4.12,cp,BRD-K61192372,capecitabine,DNA synthesis inhibitor
3655,4.13,cp,BRD-K08890269,CO-102862,Sodium channel blocker
4746,0,oe,ccsbBroad304_00184,C2,Complement system
3652,4.14,cp,BRD-K92817986,BJM-CSC-19,MEK inhibitor
4747,0,oe,ccsbBroad304_11738,BRD4,Bromodomain kinase (BRDK) family
4748,0,oe,ccsbBroad304_11251,BRD3,Bromodomain kinase (BRDK) family
4749,0,oe,ccsbBroad304_05868,ATP5C1,ATPases / F-type
4750,0,oe,ccsbBroad304_05832,AIRE,"Zinc fingers, PHD-type"
3651,4.16,cp,BRD-K32164935,tolazamide,ATP channel blocker
4751,0,oe,ccsbBroad304_07709,AFG3L2,ATPases / AAA-type
4752,0,oe,ccsbBroad304_02108,AURKB,Aurora kinase
4753,0,oe,ccsbBroad304_10216,ZPBP2,Immunoglobulin superfamily / Immunoglobulin-like domain containing
4754,0,oe,ccsbBroad304_07158,ZNF74,"Zinc fingers, C2H2-type"
4755,0,oe,ccsbBroad304_09746,ZNF610,"Zinc fingers, C2H2-type"
4756,0,oe,ccsbBroad304_03461,ZNF562,"Zinc fingers, C2H2-type"
4757,0,oe,ccsbBroad304_05008,ZNF558,"Zinc fingers, C2H2-type"
3641,4.22,cc,,Bacterial 30S ribosomal subunit inhibitor,-
3638,4.25,cp,BRD-K34776109,glimepiride,Insulin secretagogue
3639,4.25,cp,BRD-A39268308,epibatidine,Acetylcholine receptor agonist
4758,0,oe,ccsbBroad304_10012,ZNF546,"Zinc fingers, C2H2-type"
4759,0,oe,ccsbBroad304_04732,ZNF488,"Zinc fingers, C2H2-type"
4760,0,oe,ccsbBroad304_07679,ZNF274,"Zinc fingers, C2H2-type"
4761,0,oe,ccsbBroad304_01795,ZNF22,"Zinc fingers, C2H2-type"
4762,0,oe,ccsbBroad304_07169,ZNF174,"Zinc fingers, C2H2-type"
3633,4.27,cp,BRD-K53263234,CITCO,CAR agonist
4763,0,oe,ccsbBroad304_01808,ZNF134,"Zinc fingers, C2H2-type"
4764,0,oe,ccsbBroad304_03308,YTHDF2,-
4765,0,oe,ccsbBroad304_01862,YEATS4,-
4766,0,oe,ccsbBroad304_01958,YARS,Aminoacyl tRNA synthetases / Class I
4767,0,oe,ccsbBroad304_07561,YAF2,-
3631,4.29,cp,BRD-K36862742,hydroflumethiazide,Sodium/potassium/chloride transporter inhibitor
3626,4.3,cp,BRD-K09471561,levofloxacin,Bacterial DNA gyrase inhibitor
4768,0,oe,ccsbBroad304_01781,WNT7B,Endogenous ligands
4769,0,oe,ccsbBroad304_09036,WDR61,WD repeat domain containing
3622,4.32,cp,BRD-K78838262,austricine,Hypolipidemic
4770,0,oe,ccsbBroad304_05422,VN1R5,"GPCR / Unclassified : Vomeronasal receptors, type 1"
3621,4.33,cp,BRD-K30649484,mafenide,Carbonic anhydrase inhibitor
3618,4.34,cp,BRD-K86958018,olvanil,TRPV agonist
4771,0,oe,ccsbBroad304_02231,USP6NL,-
4772,0,oe,ccsbBroad304_01760,USP1,Ubiquitin-specific peptidases
4773,0,oe,ccsbBroad304_01748,UFD1L,-
4774,0,oe,ccsbBroad304_00737,UBE2K,Ubiquitin-conjugating enzymes E2
4775,0,oe,ccsbBroad304_07506,UBAP2L,-
4776,0,oe,ccsbBroad304_03497,TXNL4B,-
4777,0,oe,ccsbBroad304_01723,TTK,TTK family
4778,0,oe,ccsbBroad304_07548,TSSC4,-
4779,0,oe,ccsbBroad304_02354,TRIM13,RING-type (C3HC4) zinc fingers
3610,4.39,cc,,PRD class homeoboxes and psudogenes LOF,-
4780,0,oe,ccsbBroad304_09281,TPD52L3,-
4781,0,oe,ccsbBroad304_04633,TP53RK,Bud32 family
4782,0,oe,ccsbBroad304_04457,TOX2,-
4783,0,oe,ccsbBroad304_02503,TNFSF13B,CD molecules
4784,0,oe,ccsbBroad304_02011,TNFRSF6B,Tumour necrosis factor (TNF) receptor family
4785,0,oe,ccsbBroad304_14122,TNFRSF21,Tumour necrosis factor (TNF) receptor family
3604,4.44,cp,BRD-K45252063,clofibrate,PPAR receptor agonist
4786,0,oe,ccsbBroad304_07080,TM7SF2,-
4787,0,oe,ccsbBroad304_07074,TLR2,Toll-like receptor family
4788,0,oe,ccsbBroad304_02278,THRAP3,-
4789,0,oe,ccsbBroad304_01663,TFF2,-
4790,0,oe,ccsbBroad304_01662,TFDP2,-
4791,0,oe,ccsbBroad304_08116,TBK1,IKK family
4792,0,oe,ccsbBroad304_01642,TAL2,Basic helix-loop-helix proteins
3599,4.47,cp,BRD-K44497846,enalapril,ACE inhibitor
3590,4.49,cp,BRD-A74907996,equol,Estrogen receptor agonist
4793,0,oe,ccsbBroad304_07337,TAF1B,-
3592,4.49,cp,BRD-K30743633,TCPOBOP,CAR agonist
4794,0,oe,ccsbBroad304_01623,SUPT4H1,-
4795,0,oe,ccsbBroad304_02485,STAMBP,-
4796,0,oe,ccsbBroad304_06993,SRD5A1,-
4797,0,oe,ccsbBroad304_01589,SQLE,Lanosterol biosynthesis pathway
4798,0,oe,ccsbBroad304_01588,SPP1,Endogenous ligands
4799,0,oe,ccsbBroad304_04754,SPIC,ETS Transcription Factors
3584,4.51,cp,BRD-K11634954,GBR-13069,Dopamine uptake inhibitor
4800,0,oe,ccsbBroad304_02195,SPAG7,-
3583,4.52,cp,BRD-A70649075,sulconazole,Sterol demethylase inhibitor
4801,0,oe,ccsbBroad304_01576,SOAT1,-
4802,0,oe,ccsbBroad304_03556,SMU1,WD repeat domain containing
4803,0,oe,ccsbBroad304_01545,SLC3A2,SLC3 family
4804,0,oe,ccsbBroad304_06952,SKP1,-
4805,0,oe,ccsbBroad304_02705,SIRT2,Histone deacetylases
4806,0,oe,ccsbBroad304_09665,SIK1,QIK subfamily
4807,0,oe,ccsbBroad304_01532,SIAH1,-
4808,0,oe,ccsbBroad304_01527,SGK1,SGK family
4809,0,oe,ccsbBroad304_06354,SERPIND1,Serine (or cysteine) peptidase inhibitors
3575,4.55,cp,BRD-K67261995,adipiodone,Contrast agent
4810,0,oe,ccsbBroad304_06687,SERPINB2,Serine (or cysteine) peptidase inhibitors
4811,0,oe,ccsbBroad304_04976,SERPINA12,Serine (or cysteine) peptidase inhibitors
4812,0,oe,ccsbBroad304_03878,SENP2,-
4813,0,oe,ccsbBroad304_01515,SDHD,Mitochondrial respiratory chain complex / Complex II
4814,0,oe,ccsbBroad304_06926,SDHA,Mitochondrial respiratory chain complex
3570,4.58,cp,BRD-K61951118,FG-7142,GABA benzodiazepine site receptor inverse agonist
4815,0,oe,ccsbBroad304_07490,SCRN1,-
4816,0,oe,ccsbBroad304_01475,S100A6,EF-hand domain containing
4817,0,oe,ccsbBroad304_06896,RPS6KA1,RSK subfamily
3561,4.62,cp,BRD-A56359832,zileuton,Leukotriene inhibitor
3562,4.62,cp,BRD-A51393488,noscapine,Bradykinin receptor antagonist
3563,4.62,cp,BRD-K99174507,cardiogenol-c,Cardiomyogenesis inducer
3564,4.62,cp,BRD-K68867920,quetiapine,Dopamine receptor antagonist
4818,0,oe,ccsbBroad304_01463,RPS27A,S ribosomal proteins
4819,0,oe,ccsbBroad304_06889,RPN2,-
4820,0,oe,ccsbBroad304_06888,RPN1,-
4821,0,oe,ccsbBroad304_03713,RNF20,RING-type (C3HC4) zinc fingers
3551,4.65,cp,BRD-K43164539,cholic-acid,Bile acid
3552,4.65,cp,BRD-K57926513,tyrphostin-AG-1295,PDGFR receptor inhibitor
3553,4.65,cp,BRD-K85030058,benactyzine,Acetylcholine receptor antagonist
4822,0,oe,ccsbBroad304_04256,RNF146,RING-type (C3HC4) zinc fingers
3555,4.65,cp,BRD-K68191783,ALW-II-38-3,Ephrin inhibitor
4823,0,oe,ccsbBroad304_01398,RHEB,-
4824,0,oe,ccsbBroad304_01396,RGS4,Regulators of G-protein signaling
3548,4.67,cc,,Apolipoproteins LOF,-
4825,0,oe,ccsbBroad304_03028,RBMX,RNA binding motif (RRM) containing
4826,0,oe,ccsbBroad304_03357,RASD1,-
4827,0,oe,ccsbBroad304_06845,RARRES3,-
4828,0,oe,ccsbBroad304_01374,RAP1A,-
3543,4.69,cc,,Benzodiazepine receptor agonist,-
4829,0,oe,ccsbBroad304_01363,RABGGTA,Prenyltransferase alpha subunit repeat containing
4830,0,oe,ccsbBroad304_06830,RAB5A,"RAB, member RAS oncogene"
4831,0,oe,ccsbBroad304_07889,QPRT,-
3538,4.73,cc,,Mediator complex LOF,-
4832,0,oe,ccsbBroad304_01321,PSMD5,"Proteasome (prosome, macropain) subunits"
4833,0,oe,ccsbBroad304_01313,PSMB9,"Proteasome (prosome, macropain) subunits"
4834,0,oe,ccsbBroad304_06800,PSMB7,Proteasome subunits
4835,0,oe,ccsbBroad304_01309,PSMB1,Proteasome subunits
3532,4.75,cp,BRD-K01555864,dibenzoylmethane,Antineoplastic
4836,0,oe,ccsbBroad304_11055,PRKCH,Eta subfamily
4837,0,oe,ccsbBroad304_01267,PPP4C,"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"
3530,4.76,cp,BRD-K19462402,buflomedil,Adrenergic receptor antagonist
3531,4.76,cp,BRD-K21667562,AM-404,Cyclooxygenase inhibitor
3529,4.77,cp,BRD-K08556791,ethoprop,Acetylcholinesterase inhibitor
4838,0,oe,ccsbBroad304_08453,PPP2R3C,"Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits"
4839,0,oe,ccsbBroad304_14081,PPP1R13B,Ankyrin repeat domain containing
4840,0,oe,ccsbBroad304_01259,PPP1CC,"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"
3525,4.79,cp,BRD-K15402119,huperzine-a,Acetylcholinesterase inhibitor
3524,4.8,cp,BRD-K31792052,pifithrin,Interleukin receptor antagonist
4841,0,oe,ccsbBroad304_01257,PPOX,-
4842,0,oe,ccsbBroad304_01255,PPM1B,"Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent"
4843,0,oe,ccsbBroad304_01252,PPIA,Cis-trans-isomerases
4844,0,oe,ccsbBroad304_02526,POP4,-
3517,4.83,cp,BRD-A67748489,K3644,Kinesin-like spindle protein inhibitor
3518,4.83,cp,BRD-K67017579,cilostazol,Phosphodiesterase inhibitor
4845,0,oe,ccsbBroad304_02783,POFUT1,Fucosyltransferases
3515,4.84,cc,,Targets of VEGFR inhibitors GOF,-
4846,0,oe,ccsbBroad304_01105,PNP,-
3514,4.85,cp,BRD-A35511923,L-803087,Somatostatin receptor agonist
4847,0,oe,ccsbBroad304_06736,PLCG2,Phosphoinositide-specific phospholipase C
4848,0,oe,ccsbBroad304_01208,PITPNA,-
4849,0,oe,ccsbBroad304_06720,PHYH,-
4850,0,oe,ccsbBroad304_01190,PHKG2,Phosphorylase kinase (PHK) family
4851,0,oe,ccsbBroad304_08228,PHF11,"Zinc fingers, PHD-type"
4852,0,oe,ccsbBroad304_01174,PEX13,-
3507,4.9,cp,BRD-A14208071,oxyphenonium,Cholinergic receptor antagonist
4853,0,oe,ccsbBroad304_13998,PDXK,-
4854,0,oe,ccsbBroad304_06704,PDE4D,Phosphodiesterases
3503,4.93,cp,BRD-K18757346,U-46619,Thromboxane receptor agonist
3504,4.93,cp,BRD-K94920105,DR-2313,PARP inhibitor
4855,0,oe,ccsbBroad304_01148,PCBD1,-
4856,0,oe,ccsbBroad304_01147,PC,Carboxylases
3502,4.95,cp,BRD-K51313569,palbociclib,CDK inhibitor
4857,0,oe,ccsbBroad304_04170,PANK2,-
4858,0,oe,ccsbBroad304_01137,P2RY6,"GPCR / Class A : Purinergic receptors, P2Y"
4859,0,oe,ccsbBroad304_01128,OTX2,Homeoboxes / PRD class
4860,0,oe,ccsbBroad304_02806,OPN3,GPCR / Class A : Opsin receptors
4861,0,oe,ccsbBroad304_06670,OGG1,-
4862,0,oe,ccsbBroad304_06660,NTRK3,Type VII RTKs: Neurotrophin receptor/Trk family
4863,0,oe,ccsbBroad304_07600,NSA2,-
3492,5.05,cp,BRD-K44899736,RO-16-6941,Monoamine oxidase inhibitor
3488,5.07,cp,BRD-A44133049,azasetron,Serotonin receptor antagonist
3489,5.07,cp,BRD-K45158365,valsartan,Angiotensin receptor antagonist
4864,0,oe,ccsbBroad304_02533,NOXA1,-
3491,5.07,cp,BRD-K29950728,clomifene,Estrogen receptor antagonist
3487,5.08,cp,BRD-K51671335,sulpiride,Dopamine receptor antagonist
4865,0,oe,ccsbBroad304_03191,NOSIP,-
4866,0,oe,ccsbBroad304_08663,NMUR2,GPCR / Class A : Neuromedin U receptors
4867,0,oe,ccsbBroad304_07362,NMI,-
4868,0,oe,ccsbBroad304_01084,NEU1,-
4869,0,oe,ccsbBroad304_01072,NDUFB6,Mitochondrial respiratory chain complex / Complex I
4870,0,oe,ccsbBroad304_13911,NDUFA9,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
3480,5.12,cp,BRD-K06817181,BRD-K06817181,JAK inhibitor
4871,0,oe,ccsbBroad304_12226,NAGK,-
4872,0,oe,ccsbBroad304_04191,NAA50,N(alpha)-acetyltransferase subunits
3475,5.14,cp,BRD-K43290182,Ro-04-6790,Serotonin receptor antagonist
3476,5.14,cp,BRD-K60274257,dephostatin,Tyrosine phosphatase inhibitor
4873,0,oe,ccsbBroad304_02955,MYCBP,-
4874,0,oe,ccsbBroad304_14008,MPZL1,Immunoglobulin superfamily / V-set domain containing
3472,5.15,cp,BRD-A15131297,benazepril,ACE inhibitor
4875,0,oe,ccsbBroad304_01026,MNAT1,RING-type (C3HC4) zinc fingers
3468,5.17,cp,BRD-K16277217,piperacetazine,Dopamine receptor antagonist
4876,0,oe,ccsbBroad304_06590,MMP7,Matrix metallopeptidase
4877,0,oe,ccsbBroad304_01854,MLLT10,"Zinc fingers, PHD-type"
4878,0,oe,ccsbBroad304_08104,MED4,-
4879,0,oe,ccsbBroad304_00991,MDH1,-
4880,0,oe,ccsbBroad304_00986,MCM2,-
3466,5.19,cp,BRD-K06198550,isorotenone,Mitochondrial complex I inhibitor
4881,0,oe,ccsbBroad304_01836,MAPKAPK3,MAPKAPK subfamily
4882,0,oe,ccsbBroad304_01290,MAP2K5,MAPKK:STE7 family
4883,0,oe,ccsbBroad304_06558,MAOB,Catecholamine turnover
3460,5.22,cp,BRD-A70731303,avrainvillamide-analog-5,nucleophosmin inhibitor
4884,0,oe,ccsbBroad304_02175,MAGED1,-
4885,0,oe,ccsbBroad304_00957,M6PR,-
3457,5.23,cp,BRD-K67277431,picotamide,Thromboxane receptor antagonist
4886,0,oe,ccsbBroad304_06783,LGMN,Legumain
4887,0,oe,ccsbBroad304_08203,LAP3,Leucyl aminopeptidase
3453,5.24,cc,,CDK inhibitor,-
4888,0,oe,ccsbBroad304_02052,KYNU,-
4889,0,oe,ccsbBroad304_13499,KSR2,RAF family
3451,5.25,cp,BRD-K10870738,CDC,Lipoxygenase inhibitor
4890,0,oe,ccsbBroad304_09503,KLHDC9,-
3450,5.26,cp,BRD-A87606379,nadolol,Adrenergic receptor antagonist
4891,0,oe,ccsbBroad304_02318,KIF20A,Kinesins
3449,5.28,cp,BRD-K94689771,pinocembrin,CYP1B1 inhibitor
4892,0,oe,ccsbBroad304_07724,KDELR2,-
3444,5.32,cp,BRD-K85603128,resorcinol,Phosphodiesterase inhibitor
4893,0,oe,ccsbBroad304_03785,INTS12,"Zinc fingers, PHD-type"
4894,0,oe,ccsbBroad304_00854,IL8,-
4895,0,oe,ccsbBroad304_00843,IL1B,Interleukins and interleukin receptors
4896,0,oe,ccsbBroad304_01945,IKBKG,"Zinc fingers, C2HC-type containing"
4897,0,oe,ccsbBroad304_04752,IKBIP,-
4898,0,oe,ccsbBroad304_00838,IGFBP5,insulin-like growth factor (IGF) binding proteins
3439,5.38,cp,BRD-K08806317,timolol,Adrenergic receptor antagonist
